Customer_No,Age_Group,Tenure,DEP_IND,CC_IND,MTG_IND,LOC_IND,DEP_PROF,CC_PROF,MTG_PROF,LOC_PROF,AREA,MOBILE_ACTIVE,PAYROLL_DEPOSIT,CSAT,CX_QUALITY,CUST_ENGAGEMENT,CUST_AFFLUENCE,SEGMENT,CLV_DEPOSITS,CLV_CREDITCARD,CLV_MORTGAGE,CLV_LOC,ACQ_SCORE,EMAILABLE,MAILABLE,MILLENNIAL
5189,30 or under,10 years or under,1,0,1,1,-112,0,-103,1911.4,BEACHES,1,0,-38,741-780,3,4,Platinum,"2,210.72",0,11133.09,3972.84,0.17,1,1,1
5190,31-50,30 years or higher,1,1,0,1,610,1696,0,1494.35,SCARBOROUGH,1,1,100,741-780,3,3,Platinum,"3,542.61",4048.49,0,-112.34,0.17,1,0,1
5191,30 or under,10 years or under,1,1,1,1,7,431,1026,26.6,BEACHES,1,0,50,781-820,3,4,Platinum,"2,164.95",2585.155,9118.35,1594.815,0.18,1,1,1
5192,51 or higher,11-20 years,1,1,0,1,-295,5590,0,1289.15,TORONTO,1,1,100,661-700,3,3,Bronze,"2,781.74",2879.855,0,-112.34,0.17,1,0,0
5193,30 or under,11-20 years,1,1,0,1,51,185,0,490.2,TORONTO,1,1,100,781-820,3,3,Silver,"2,820.46",1047.33,0,-112.34,0.17,1,0,1
5194,51 or higher,21-30 years,1,1,0,1,99,227,0,-105.45,NORTH YORK,1,1,100,821-860,3,4,Platinum,"1,807.04",3809.63,0,-112.34,0.17,1,0,0
5195,51 or higher,30 years or higher,1,0,1,0,-265,0,275,0,BEACHES,0,0,,861 or higher,2,4,Platinum,83.14,0,107790.385,0,0.14,0,0,0
5196,31-50,11-20 years,1,1,1,1,-28,1856,71,3513.1,SCARBOROUGH,0,0,,661-700,2,3,Bronze,0,915,7259.39,-112.34,0.17,0,1,1
5197,30 or under,10 years or under,1,0,1,1,-409,0,4711,291.65,BEACHES,1,1,,781-820,3,4,Platinum,"3,083.98",0,24298.925,-112.34,0.17,1,0,1
5198,31-50,11-20 years,1,1,1,1,-205,3611,457,1048.8,SCARBOROUGH,0,0,100,561-660,3,3,Gold,653.68,5702,8012.31,440.525,0.19,0,0,0
5199,30 or under,10 years or under,1,1,1,1,-129,5034,-1110,1668.2,SCARBOROUGH,1,1,,661-700,3,4,Bronze,"3,627.82",8197.09,12815.88,-224.68,0.19,1,0,1
5200,51 or higher,21-30 years,0,1,0,1,0,-318,0,17172.2,BEACHES,0,0,,861 or higher,2,4,Platinum,0,3.67,0,12097.74,0.15,0,1,0
5201,31-50,11-20 years,1,0,1,1,-144,0,431,2479.5,ETOBICOKE,1,1,0,821-860,3,4,Platinum,"2,765.99",0,123021.62,584.825,0.19,1,0,0
5202,30 or under,10 years or under,1,1,1,0,-143,140,2489,0,TORONTO,1,1,,821-860,3,4,Platinum,"3,085.12",1790.395,31853.36,0,0.19,1,1,1
5203,51 or higher,30 years or higher,1,1,0,1,-55,442,0,-296.4,TORONTO,0,1,,861 or higher,2,4,Platinum,"2,568.12",470.76,0,-112.34,0.16,0,1,0
5204,30 or under,10 years or under,1,1,1,1,2,7124,6088,29168.8,OAKVILLE,1,0,100,781-820,3,4,Platinum,243.29,10400.79,34220.345,11273.69,0.19,1,0,1
5205,30 or under,11-20 years,1,1,1,1,-129,565,-2046,7458.45,ETOBICOKE,0,0,100,821-860,3,4,Platinum,"2,569.25",1840.485,31184.575,7066.345,0.18,0,0,1
5206,30 or under,10 years or under,1,1,1,1,-94,-32,2591,459.8,TORONTO,1,1,67,821-860,3,4,Platinum,"2,591.60",2522.59,17786.725,2275.89,0.16,1,1,1
5207,31-50,21-30 years,1,1,1,0,13,1114,584,0,ETOBICOKE,0,0,-100,561-660,3,4,Gold,"2,312.28",4334.335,71418.815,0,0.21,0,1,1
5208,51 or higher,11-20 years,1,1,0,1,10,-401,0,74.1,SCARBOROUGH,1,1,0,661-700,3,3,Gold,"3,691.70",-6.305,0,-112.34,0.2,1,1,0
5209,31-50,21-30 years,1,1,0,1,-2,511,0,1062.1,BEACHES,1,1,,741-780,3,4,Silver,"3,803.83",312.77,0,-112.34,0.17,1,0,0
5210,30 or under,10 years or under,1,1,1,1,-219,179,1412,676.4,TORONTO,1,1,,741-780,3,4,Platinum,"1,344.85",464.17,24443.48,-112.34,0.17,1,1,1
5211,51 or higher,11-20 years,1,1,0,0,8957,-76,0,0,TORONTO,0,1,,821-860,2,3,Platinum,"1,849.44",93.02,0,0,0.15,0,1,0
5212,31-50,21-30 years,1,1,1,1,-50,-315,0,247.95,SCARBOROUGH,0,0,,781-820,2,3,Platinum,0,264.805,2472.355,-337.02,0.17,0,0,1
5213,30 or under,10 years or under,1,1,1,1,343,678,5395,-85.5,ETOBICOKE,1,1,,561-660,2,3,Gold,"2,628.26",4443.97,44501.3,1426.255,0.17,1,1,1
5214,51 or higher,11-20 years,1,1,0,1,-249,-157,0,6120.85,BEACHES,1,1,,821-860,3,4,Platinum,"3,627.32",806.875,0,4304.185,0.18,1,1,0
5215,51 or higher,21-30 years,1,1,1,1,25,298,1542,8547.15,NORTH YORK,1,0,,781-820,3,4,Platinum,"1,425.96",3059.755,4265.2,8341.36,0.2,1,0,0
5216,51 or higher,11-20 years,1,1,0,1,-267,1988,0,1406.95,ETOBICOKE,1,1,,781-820,3,3,Bronze,"4,587.91",7827.51,0,-112.34,0.18,1,0,0
5217,31-50,11-20 years,1,1,0,1,582,665,0,542.45,TORONTO,1,1,,821-860,3,4,Silver,709.67,2293.455,0,-112.34,0.17,1,1,1
5218,51 or higher,11-20 years,1,1,0,1,-170,-243,0,108.3,TORONTO,1,1,,861 or higher,3,4,Platinum,"2,428.11",55.51,0,-112.34,0.16,1,0,0
5219,51 or higher,21-30 years,1,1,1,1,-104,219,2133,1227.4,BEACHES,0,0,,861 or higher,2,4,Platinum,0,328.305,3522.46,3081.52,0.16,0,0,0
5220,30 or under,10 years or under,1,1,1,1,-78,-52,866,-652.65,TORONTO,1,1,-50,861 or higher,3,4,Platinum,"4,584.29",-13.585,35883.415,394.635,0.18,1,0,1
5221,30 or under,10 years or under,1,1,1,1,-216,768,1509,1749.9,SCARBOROUGH,1,1,,661-700,3,4,Bronze,"2,372.91",429.89,43918.985,-112.34,0.2,1,1,1
5222,30 or under,10 years or under,1,1,1,1,615,1714,-1938,2002.6,ETOBICOKE,1,0,100,781-820,2,4,Gold,"2,553.85",8197.09,10981.55,-112.34,0.17,1,0,1
5223,31-50,11-20 years,1,0,0,0,350,0,0,0,BEACHES,0,0,,661-700,2,4,Bronze,448.56,0,0,0,0.13,0,0,1
5224,30 or under,10 years or under,1,1,1,1,-421,-213,3915,722.95,TORONTO,1,1,67,861 or higher,3,4,Platinum,"3,475.04",159.69,41784.955,-112.34,0.18,1,0,1
5225,30 or under,10 years or under,1,0,1,1,-257,0,4753,75.05,ETOBICOKE,0,0,,821-860,2,4,Platinum,"2,430.19",0,31514.605,389.9,0.17,0,0,1
5226,51 or higher,11-20 years,1,1,0,1,112,-105,0,7180.1,TORONTO,0,1,,781-820,2,3,Platinum,"2,812.29",8.35,0,3674.025,0.15,0,1,0
5227,30 or under,10 years or under,1,1,1,1,874,1812,4842,-218.5,ETOBICOKE,1,1,,821-860,3,4,Platinum,237.31,3042.04,32762.405,-52.665,0.16,1,1,1
5228,30 or under,10 years or under,1,1,1,1,-125,2011,0,347.7,TORONTO,1,0,0,661-700,3,4,Gold,29.65,5574.77,23887.31,-112.34,0.21,1,1,1
5229,31-50,11-20 years,1,1,1,1,-51,388,2686,1094.4,ETOBICOKE,1,0,0,861 or higher,3,4,Gold,0,1540.7,18004.365,-139.495,0.16,1,1,1
5230,31-50,11-20 years,1,1,1,1,-58,1245,1742,1996.9,ETOBICOKE,1,1,0,661-700,3,4,Gold,"2,796.54",1971.47,63576.5,222.28,0.18,1,1,0
5231,51 or higher,30 years or higher,1,0,1,1,167,0,247,1249.25,TORONTO,1,0,75,861 or higher,3,4,Platinum,"2,104.90",1122.7,3412.28,11873.06,0.15,1,1,0
5232,51 or higher,21-30 years,1,0,1,1,119,0,5260,3789.55,OAKVILLE,0,0,,861 or higher,2,4,Gold,"2,992.51",0,33348.74,-112.34,0.17,0,1,0
5233,30 or under,10 years or under,1,1,1,1,-189,82,0,438.9,TORONTO,1,1,33,741-780,3,4,Gold,"2,403.28",2114.89,14588.46,-112.34,0.2,1,1,1
5234,30 or under,10 years or under,1,1,1,0,322,504,-718,0,TORONTO,1,0,0,741-780,3,3,Gold,"2,879.99",1130.52,9215.255,0,0.16,1,1,1
5235,31-50,11-20 years,1,1,1,1,-94,15,1744,-249.85,TORONTO,1,1,,821-860,2,4,Platinum,"4,084.65",1515.905,44560.695,-224.68,0.18,1,1,1
5236,30 or under,10 years or under,1,1,1,1,576,1733,-1762,1917.1,BEACHES,1,1,,701-740,3,4,Gold,"2,306.12",6039.86,31222.555,-224.68,0.18,1,0,1
5237,31-50,11-20 years,1,1,1,1,-361,166,1036,-396.15,TORONTO,1,1,0,781-820,4,4,Gold,"4,293.55",735.74,34391.22,-130.915,0.21,1,0,1
5238,31-50,11-20 years,1,1,1,1,-253,903,1899,2174.55,SCARBOROUGH,1,1,50,661-700,3,3,Bronze,"3,498.68",5086.545,7490.07,-224.68,0.2,1,0,0
5239,51 or higher,11-20 years,1,1,0,1,-77,720,0,1773.65,OAKVILLE,0,1,,701-740,3,3,Gold,"2,217.80",831.85,0,-112.34,0.2,0,0,0
5240,31-50,11-20 years,1,0,0,1,11,0,0,1446.85,TORONTO,1,0,,561-660,2,3,Bronze,72.75,0,0,-112.34,0.18,1,1,0
5241,30 or under,10 years or under,1,0,1,1,105,0,2770,1024.1,BEACHES,1,0,,821-860,2,4,Platinum,"2,491.89",0,58641.72,-112.34,0.14,1,1,1
5242,31-50,11-20 years,0,0,1,1,0,0,701,1301.5,TORONTO,0,0,33,861 or higher,2,4,Platinum,0,0,39654.465,5327.47,0.16,0,1,1
5243,31-50,11-20 years,1,1,0,1,-5,-45,0,792.3,TORONTO,1,1,-100,781-820,3,4,Platinum,"1,627.57",481.29,0,-112.34,0.17,1,1,0
5244,31-50,11-20 years,1,1,1,1,101,280,2514,511.1,BEACHES,1,1,50,741-780,3,4,Gold,"2,864.55",2237.12,8617.065,-112.34,0.18,1,1,0
5245,30 or under,10 years or under,1,1,1,0,444,801,1756,0,TORONTO,0,1,,701-740,2,3,Platinum,"3,753.42",3819.55,0,9607.63,0.17,0,0,1
5246,51 or higher,11-20 years,1,1,1,1,208,-219,-535,282.15,TORONTO,1,1,,861 or higher,3,4,Platinum,"3,363.93",124.61,154877.45,1614.89,0.18,1,1,0
5247,31-50,11-20 years,1,1,1,1,-23,975,-121,3261.35,RICHMOND HILL,1,1,100,861 or higher,3,4,Platinum,"3,363.93",7005.875,6854.675,1233.63,0.17,1,0,1
5248,31-50,11-20 years,1,1,0,1,336,-325,0,5221.2,TORONTO,1,1,0,821-860,3,3,Platinum,"1,263.47",1255.14,0,7217.18,0.17,1,0,1
5249,31-50,11-20 years,1,1,0,1,132,225,0,3418.1,TORONTO,1,1,100,821-860,3,3,Silver,"3,120.47",1107.175,0,-112.34,0.17,1,0,1
5250,31-50,11-20 years,1,1,0,1,-133,397,0,667.85,TORONTO,1,1,100,781-820,4,4,Platinum,"1,953.90",2018.52,0,-112.34,0.17,1,0,1
5251,30 or under,10 years or under,1,1,1,1,-209,-308,883,-104.5,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"3,655.01",497.235,35610.83,-112.34,0.18,1,1,1
5252,30 or under,10 years or under,1,1,1,1,-201,-3,594,161.5,BEACHES,1,1,-100,861 or higher,3,4,Platinum,"3,019.96",118.06,21389.83,-224.68,0.19,1,1,1
5253,51 or higher,30 years or higher,1,1,0,1,612,1888,0,8664,BEACHES,1,1,100,701-740,4,4,Gold,"3,425.72",6576.51,0,6398.66,0.17,1,1,0
5254,30 or under,11-20 years,1,1,1,1,528,-489,263,-104.5,TORONTO,1,0,,661-700,3,3,Gold,"2,974.84",1214.98,18530.845,-112.34,0.17,1,1,1
5255,31-50,11-20 years,1,1,1,1,108,-341,4119,85.5,BEACHES,1,1,,861 or higher,3,4,Platinum,"3,932.09",159.065,88963.65,-112.34,0.17,1,1,1
5256,31-50,10 years or under,1,1,1,1,-91,135,721,2001.65,SCARBOROUGH,1,1,100,781-820,3,3,Platinum,"2,445.38",420.7,11421.845,-112.34,0.17,1,1,1
5257,31-50,11-20 years,1,1,1,1,-10,998,-128,1398.4,SCARBOROUGH,1,1,75,741-780,3,3,Platinum,"2,434.39",2672.85,3989.71,-112.34,0.17,1,0,1
5258,31-50,30 years or higher,1,1,1,1,305,-404,4929,1436.4,TORONTO,1,1,,821-860,3,4,Platinum,956.99,1279.365,38762.845,2098.69,0.17,1,0,1
5259,51 or higher,11-20 years,1,1,0,0,-200,2442,0,0,NORTH YORK,1,0,100,701-740,3,2,Silver,"2,895.90",4369.605,0,0,0.17,1,1,0
5260,51 or higher,30 years or higher,1,1,0,0,3088,2737,0,0,ETOBICOKE,1,0,,861 or higher,2,4,Platinum,"3,681.05",4477.12,0,0,0.15,1,0,0
5261,31-50,11-20 years,1,1,1,1,-229,732,-1719,8157.65,TORONTO,0,1,,741-780,3,4,Platinum,"2,794.20",2196.81,56493.28,1415.425,0.18,0,0,1
5262,30 or under,10 years or under,1,1,1,1,-54,79,5338,47.5,NORTH YORK,1,0,100,741-780,3,3,Gold,692.72,918.39,54577.55,-337.02,0.19,1,1,1
5263,30 or under,10 years or under,1,0,1,1,-31,0,-776,6080.95,SCARBOROUGH,0,1,,741-780,2,3,Silver,"2,502.78",0,27073.205,-112.34,0.17,0,1,1
5264,31-50,21-30 years,1,1,0,0,-51,1150,0,0,TORONTO,1,0,100,781-820,3,3,Platinum,600.36,6041.385,0,0,0.17,1,1,0
5265,51 or higher,21-30 years,1,1,1,1,146,-305,0,4960.9,BEACHES,1,1,100,821-860,3,4,Platinum,"1,730.30",183.87,2436.595,2777.7,0.16,1,0,0
5266,31-50,11-20 years,1,1,0,1,-18,582,0,3388.65,BEACHES,1,1,100,781-820,3,4,Silver,"4,025.16",1530.195,0,-224.68,0.2,1,1,1
5267,51 or higher,11-20 years,1,1,1,1,-140,-101,683,-1310.05,BEACHES,1,0,,861 or higher,2,4,Platinum,"1,477.52",84.495,31304.825,-126.805,0.17,1,1,0
5268,51 or higher,21-30 years,1,1,0,1,-259,27,0,428.45,NORTH YORK,1,1,67,821-860,3,3,Platinum,"3,509.10",0,0,-112.34,0.17,1,0,0
5269,51 or higher,11-20 years,1,0,1,1,228,0,-243,642.2,TORONTO,1,1,,861 or higher,3,4,Platinum,"2,423.07",0,46494.72,1172.15,0.15,1,1,0
5270,31-50,11-20 years,1,1,0,1,-194,595,0,519.65,ETOBICOKE,1,0,100,701-740,3,4,Gold,"2,232.08",5943.665,0,-112.34,0.19,1,0,1
5271,30 or under,10 years or under,1,1,1,1,2984,1992,1328,10830.95,TORONTO,1,0,,781-820,3,3,Gold,"2,010.94",9033.98,28892.355,3346.03,0.18,1,0,1
5272,31-50,10 years or under,1,0,1,1,8743,0,-253,213.75,TORONTO,1,1,,661-700,3,4,Gold,"2,764.11",0,85456.125,-124.705,0.15,1,1,0
5273,31-50,11-20 years,1,1,1,1,-135,1070,617,627.95,SCARBOROUGH,1,1,,661-700,3,3,Gold,"1,696.82",3501.055,11264.97,-112.34,0.19,1,0,0
5274,30 or under,10 years or under,1,1,1,1,-368,-98,2575,-5.7,TORONTO,1,1,67,781-820,3,4,Gold,"4,199.56",6.25,19192.01,-1.235,0.19,1,0,1
5275,31-50,11-20 years,1,1,0,0,-55,2826,0,0,ETOBICOKE,1,1,100,661-700,3,3,Gold,"3,152.93",8197.09,0,0,0.19,1,1,0
5276,31-50,11-20 years,1,1,1,1,1515,161,5250,727.7,SCARBOROUGH,1,1,,741-780,3,3,Platinum,"1,835.06",1070.63,65551.2,-224.68,0.18,1,0,1
5277,30 or under,10 years or under,1,1,1,1,-60,-162,-1057,786.6,TORONTO,1,0,100,821-860,3,4,Platinum,"3,365.67",189.96,8605.87,1084.385,0.18,1,0,1
5278,30 or under,10 years or under,1,1,1,1,-80,933,15,786.6,BEACHES,1,0,100,741-780,3,4,Silver,12.53,8010.93,21564.44,-112.34,0.21,1,0,1
5279,31-50,11-20 years,1,1,0,1,58,372,0,3243.3,BEACHES,1,1,,741-780,3,4,Silver,"3,585.63",4097.875,0,-112.34,0.2,1,0,1
5280,51 or higher,21-30 years,1,1,1,1,3,610,2613,5648.7,BEACHES,0,0,100,821-860,2,4,Platinum,268.92,2260.91,13015.13,6007.69,0.16,0,1,0
5281,51 or higher,11-20 years,1,1,1,1,-8,2171,1241,1048.8,TORONTO,1,1,0,701-740,3,4,Gold,"1,661.30",5615.32,62824.08,1262.145,0.18,1,0,0
5282,51 or higher,21-30 years,1,0,0,1,-51,0,0,-118.75,SCARBOROUGH,0,0,-100,701-740,2,2,Bronze,0,0,0,-112.34,0.13,0,1,0
5283,30 or under,10 years or under,1,1,1,1,-2,-5,-1043,10843.3,TORONTO,1,1,,561-660,3,4,Gold,"3,363.93",6868.095,19035.535,2444.145,0.18,1,1,1
5284,51 or higher,11-20 years,1,1,1,1,42,-53,870,4410.85,SCARBOROUGH,1,1,100,821-860,3,3,Platinum,"3,354.89",1646.57,4201.77,-224.68,0.19,1,0,0
5285,51 or higher,11-20 years,1,1,1,1,11,168,2749,449.35,TORONTO,1,1,,821-860,2,3,Platinum,"2,095.97",1762.72,26355.925,-112.34,0.17,1,1,0
5286,31-50,11-20 years,1,1,1,0,67,2399,-1588,0,TORONTO,1,1,100,661-700,3,4,Gold,"1,925.03",11365.785,69186.635,1682.7,0.2,1,0,1
5287,31-50,11-20 years,0,1,1,1,0,1365,3309,4242.7,BEACHES,1,0,,561-660,3,4,Gold,0,5364.85,88963.65,1377.155,0.19,1,1,1
5288,51 or higher,11-20 years,1,1,0,1,-113,-152,0,-209.95,TORONTO,1,0,,861 or higher,2,4,Gold,243.3,176.94,0,-224.68,0.17,1,0,0
5289,31-50,30 years or higher,1,1,0,1,-170,294,0,1017.45,TORONTO,1,1,,821-860,3,4,Platinum,"1,860.12",2083.3,0,-224.68,0.17,1,0,0
5290,30 or under,10 years or under,1,1,1,1,53,98,777,342,ETOBICOKE,1,1,,781-820,3,4,Platinum,"2,977.47",1733.985,23067.54,-224.68,0.18,1,0,1
5291,51 or higher,30 years or higher,1,1,0,1,-194,2380,0,787.55,ETOBICOKE,0,0,,781-820,2,3,Platinum,525.63,1897.725,0,-112.34,0.15,0,0,0
5292,30 or under,10 years or under,1,1,1,1,-266,484,5479,4508.7,TORONTO,1,0,0,781-820,3,3,Gold,"3,936.43",4109.005,42756.595,906.94,0.2,1,1,1
5293,31-50,21-30 years,1,1,0,1,162,2492,0,271.7,RICHMOND HILL,1,1,,781-820,3,4,Gold,"3,634.60",8197.09,0,-112.34,0.16,1,1,1
5294,51 or higher,11-20 years,1,1,1,1,669,-347,283,-190.95,OAKVILLE,1,1,100,781-820,3,4,Platinum,"7,214.90",843.345,5906.985,-337.02,0.17,1,0,0
5295,30 or under,10 years or under,1,1,1,1,472,551,-886,2330.35,BEACHES,1,1,100,861 or higher,3,4,Platinum,"3,045.28",294.745,13827.995,-112.34,0.19,1,1,1
5296,30 or under,10 years or under,1,0,1,1,1331,0,336,376.2,TORONTO,1,1,100,701-740,3,4,Platinum,"2,461.58",0,52616.165,1440.42,0.16,1,0,1
5297,31-50,11-20 years,1,1,0,1,-233,-104,0,2224.9,BEACHES,1,1,,701-740,3,4,Silver,"2,926.34",145.025,0,-112.34,0.18,1,1,0
5298,30 or under,10 years or under,1,1,1,1,386,217,4673,212.8,TORONTO,1,1,,781-820,3,4,Platinum,"3,372.61",1.575,16973.21,-112.34,0.17,1,1,1
5299,31-50,21-30 years,1,1,1,1,153,-33,-809,-94.05,RICHMOND HILL,1,1,,821-860,3,4,Platinum,"4,227.19",135.235,24848.865,-112.34,0.16,1,1,0
5300,31-50,11-20 years,1,1,0,1,-295,-210,0,1863.9,TORONTO,1,1,,861 or higher,3,4,Platinum,"3,695.31",50.34,0,-112.34,0.19,1,0,0
5301,30 or under,11-20 years,1,1,0,1,-51,869,0,1131.45,TORONTO,1,0,,701-740,2,3,Bronze,"1,830.86",4223.32,0,-224.68,0.18,1,1,1
5302,31-50,11-20 years,1,1,0,1,160,437,0,-8.55,TORONTO,1,1,0,821-860,3,4,Platinum,"1,678.67",3175.785,0,-112.34,0.15,1,1,0
5303,31-50,10 years or under,1,1,1,1,72,804,6546,861.65,BEACHES,1,0,100,661-700,3,4,Gold,"1,914.54",1074.295,52871.065,-224.68,0.2,1,1,0
5304,51 or higher,11-20 years,0,0,1,1,0,0,8463,3963.4,TORONTO,0,0,,861 or higher,1,4,Platinum,0,0,48982.395,11850.475,0.14,0,1,0
5305,30 or under,10 years or under,1,1,1,1,314,585,-2138,4493.5,TORONTO,0,1,100,781-820,3,2,Platinum,"3,012.96",1512.275,9329.23,4409.045,0.18,0,1,1
5306,51 or higher,11-20 years,1,1,1,1,-176,1159,7968,1631.15,TORONTO,1,1,0,701-740,3,4,Platinum,"2,225.00",615.52,65061.1,-224.68,0.18,1,1,0
5307,51 or higher,11-20 years,1,0,0,0,6138,0,0,0,NORTH YORK,1,0,,561-660,2,1,Bronze,"1,105.87",0,0,0,0.13,1,1,0
5308,30 or under,10 years or under,1,1,1,1,345,1253,0,1900,RICHMOND HILL,0,1,67,741-780,3,4,Platinum,"3,363.93",747.64,22421.71,2499.55,0.17,0,1,1
5309,30 or under,10 years or under,1,1,1,1,-94,843,4214,7240.9,TORONTO,1,1,0,661-700,3,4,Gold,"2,358.89",563.01,12138.41,4262.725,0.19,1,0,1
5310,31-50,21-30 years,1,0,0,1,762,0,0,16915.7,BEACHES,1,0,,861 or higher,3,4,Platinum,"1,968.65",0,0,11985.4,0.2,1,0,0
5311,31-50,11-20 years,1,1,0,0,64,-318,0,0,TORONTO,1,0,,741-780,2,3,Silver,"2,468.16",92.845,0,-112.34,0.16,1,1,0
5312,30 or under,10 years or under,1,1,1,0,393,181,5013,0,TORONTO,1,1,,701-740,3,4,Gold,"3,363.93",374.11,50469.465,0,0.16,1,0,1
5313,30 or under,10 years or under,1,1,1,1,-375,63,-1779,2446.25,TORONTO,1,1,100,661-700,3,3,Bronze,"3,554.32",369.78,46519.955,-224.68,0.2,1,0,1
5314,51 or higher,11-20 years,1,1,1,1,-195,470,0,2454.8,SCARBOROUGH,0,1,,821-860,2,4,Platinum,"3,363.93",3286.82,18944.73,-112.34,0.19,0,1,0
5315,51 or higher,11-20 years,1,1,1,1,95,713,-2401,-209.95,TORONTO,1,0,,781-820,2,3,Platinum,522.74,964.365,88963.65,-224.68,0.16,1,1,0
5316,51 or higher,11-20 years,1,0,1,1,-145,0,1398,-537.7,TORONTO,1,0,,701-740,2,4,Gold,556.53,0,45171.365,-3.02,0.15,1,0,0
5317,31-50,11-20 years,1,0,0,1,4112,0,0,-160.55,BEACHES,1,1,-100,781-820,2,4,Platinum,"3,861.26",0,0,-112.34,0.16,1,1,1
5318,31-50,11-20 years,1,1,1,1,55,-238,8291,87.4,TORONTO,1,1,,781-820,2,4,Platinum,"2,893.91",1.08,43923.885,3511.225,0.17,1,0,1
5319,51 or higher,21-30 years,1,0,0,0,3578,0,0,0,ETOBICOKE,0,0,,781-820,2,2,Platinum,"4,895.37",0,0,0,0.12,0,1,0
5320,31-50,21-30 years,1,1,1,1,-181,-250,-827,838.85,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"2,934.76",96.39,3245.325,-112.34,0.2,1,1,0
5321,31-50,11-20 years,0,0,1,1,0,0,6888,-617.5,ETOBICOKE,0,0,,821-860,2,3,Platinum,0,0,89266.85,-225.93,0.16,0,1,1
5322,31-50,21-30 years,1,1,0,1,286,5250,0,351.5,TORONTO,1,1,,661-700,3,4,Platinum,"3,746.27",8100.35,0,-112.34,0.2,1,0,0
5323,31-50,11-20 years,1,1,1,1,-64,-309,8277,1094.4,SCARBOROUGH,0,0,,821-860,2,4,Platinum,"1,366.41",178.845,39089.815,465.845,0.17,0,1,1
5324,51 or higher,11-20 years,1,1,1,1,-91,1102,-191,2481.4,SCARBOROUGH,1,1,33,781-820,3,4,Gold,"3,999.53",652.765,3391.495,2927.125,0.17,1,1,0
5325,31-50,11-20 years,1,1,0,1,437,262,0,-190.95,BEACHES,1,1,,861 or higher,3,4,Platinum,"2,821.91",8022.09,0,-112.34,0.17,1,1,0
5326,30 or under,10 years or under,1,0,1,1,11,0,-1676,204.25,TORONTO,1,1,100,741-780,3,4,Platinum,"2,286.74",0,16453.695,1660.73,0.17,1,1,1
5327,51 or higher,11-20 years,1,1,0,1,2,464,0,562.4,BEACHES,1,0,,821-860,3,4,Platinum,"1,210.05",6594.72,0,2512.29,0.17,1,0,0
5328,31-50,10 years or under,1,1,0,0,-186,67,0,0,ETOBICOKE,1,0,,821-860,3,3,Silver,298.01,941.425,0,0,0.17,1,1,0
5329,31-50,11-20 years,1,1,0,1,-461,466,0,1142.85,BEACHES,1,1,,821-860,3,4,Platinum,"3,893.70",2258.7,0,-224.68,0.19,1,1,0
5330,31-50,11-20 years,1,1,0,0,9,5183,0,0,SCARBOROUGH,1,1,-100,701-740,2,2,Bronze,"1,501.35",10859.34,0,0,0.16,1,0,1
5331,51 or higher,11-20 years,1,1,1,1,592,1258,6346,2867.1,TORONTO,1,1,100,701-740,3,4,Platinum,"3,998.68",3441.765,153049.63,2658.385,0.19,1,1,0
5332,51 or higher,11-20 years,1,1,0,1,-209,5539,0,2212.55,ETOBICOKE,1,1,,701-740,3,3,Silver,"1,694.20",19208.7,0,-112.34,0.19,1,1,0
5333,31-50,11-20 years,1,1,1,0,233,221,1032,0,TORONTO,1,1,40,561-660,3,3,Gold,"2,379.86",603.235,9846.86,0,0.17,1,1,0
5334,30 or under,10 years or under,1,1,1,1,-16,-29,2626,-5.7,TORONTO,1,1,,701-740,3,4,Gold,"2,660.96",180.985,33014.42,639.37,0.18,1,1,1
5335,31-50,21-30 years,1,1,1,1,-137,1067,-48,1121,ETOBICOKE,1,0,50,821-860,3,4,Platinum,798,8200.68,4127.7,3357.8,0.18,1,1,0
5336,30 or under,10 years or under,1,1,1,1,-352,161,-2303,831.25,TORONTO,1,0,,821-860,3,4,Platinum,"2,000.58",1048.65,19280.17,-224.68,0.19,1,0,1
5337,31-50,11-20 years,1,1,0,0,9,70,0,0,TORONTO,0,0,100,741-780,2,3,Silver,890.46,1392,0,0,0.16,0,0,0
5338,51 or higher,11-20 years,1,1,1,1,-109,-136,7617,-211.85,TORONTO,1,1,100,861 or higher,3,4,Platinum,"2,950.98",184.99,41034.99,31.93,0.17,1,0,0
5339,30 or under,10 years or under,1,1,1,1,561,1683,2821,-577.6,ETOBICOKE,1,1,0,781-820,3,4,Platinum,"7,139.18",442.65,37065.59,-116.155,0.17,1,1,1
5340,30 or under,10 years or under,1,1,1,1,-158,1363,-624,-600.4,TORONTO,1,1,,781-820,3,3,Platinum,"1,679.89",4813.715,13010.345,444.845,0.2,1,0,1
5341,51 or higher,11-20 years,1,1,1,1,-211,419,-980,1101.05,TORONTO,1,1,100,861 or higher,3,4,Platinum,"1,312.54",2582.62,3024.41,2305.2,0.17,1,0,0
5342,31-50,21-30 years,1,1,1,1,-147,689,490,1519.05,TORONTO,1,0,,741-780,3,4,Platinum,234.88,1489.91,8829.635,727.865,0.18,1,1,1
5343,51 or higher,30 years or higher,1,1,0,1,-84,-120,0,6192.1,ETOBICOKE,1,0,,861 or higher,3,4,Platinum,263.37,2175.78,0,10812.33,0.15,1,0,0
